txn_id,amount_usd,merchant_cat,country,user_age,acct_age_days,txn_hour,device,prior_fraud_flags,velocity_24h,avg_txn_usd,distance_km,is_weekend,is_fraud
T3188,22.85,Electronics,IN,30,417,0,Mobile,0,2,10.17,13.8,No,0
T3189,83.47,Restaurant,US,48,466,8,Web,0,3,69.42,186.0,No,0
T3190,81.34,Restaurant,UK,38,565,11,ATM,0,1,109.38,52.7,No,0
T3191,38.34,Electronics,UK,18,92,17,Web,0,2,47.56,35.4,No,0
T3192,50.06,Other,US,58,389,2,Mobile,0,3,86.67,135.5,Yes,0
T3193,34.83,Other,US,31,347,20,Mobile,0,1,38.31,75.9,No,0
T3194,68.25,Electronics,UK,33,1150,18,Web,0,1,78.61,38.0,Yes,0
T3195,176.74,Electronics,US,41,105,2,Web,0,1,171.23,0.4,No,0
T3196,106.31,Travel,US,45,24,23,Mobile,0,2,100.24,26.7,No,0
T3197,342.59,Other,BR,61,423,13,Mobile,0,1,352.36,80.4,No,1
T3198,84.89,Other,US,18,539,3,Mobile,0,2,67.96,16.8,No,0
T3199,5.83,Grocery,US,47,133,12,Mobile,0,2,5.0,2.8,No,0
T3200,69.66,Electronics,CN,46,338,12,Web,0,1,78.87,46.8,No,0
T3201,17.48,Travel,US,36,24,1,Mobile,0,5,10.36,114.9,No,0
T3202,135.92,Travel,US,47,1287,20,Mobile,1,3,102.82,224.5,No,0
T3203,27.84,Grocery,UK,49,46,1,Mobile,5,5,22.58,6.1,No,0
T3204,9.72,Other,RU,21,27,9,Mobile,0,0,16.72,163.6,No,0
T3205,51.33,Restaurant,CN,58,18,10,Mobile,0,3,73.32,24.2,No,0
T3206,27.75,Restaurant,CN,19,222,23,Web,0,0,14.83,68.4,No,0
T3207,55.93,Other,RU,24,40,14,ATM,2,2,46.1,11.4,No,1
T3208,52.0,Restaurant,US,34,546,2,Web,1,1,68.71,55.8,No,0
T3209,52.56,Electronics,US,61,916,13,Mobile,0,0,28.28,55.7,No,0
T3210,53.21,Restaurant,US,34,120,17,Mobile,0,0,45.2,16.6,Yes,0
T3211,87.58,Grocery,US,37,396,18,Mobile,0,0,79.58,29.5,No,0
T3212,43.67,Restaurant,IN,55,17,18,ATM,0,3,51.44,26.8,Yes,0
T3213,32.34,Grocery,IN,34,195,0,Web,0,0,34.11,53.2,Yes,0
T3214,28.38,Restaurant,US,23,138,18,Mobile,0,4,14.38,189.0,No,0
T3215,25.63,Grocery,BR,32,103,2,Mobile,0,0,24.32,42.2,Yes,0
T3216,27.93,Grocery,US,54,413,19,Web,1,5,45.32,39.3,No,0
T3217,86.57,Grocery,US,38,55,7,Mobile,0,2,76.72,20.6,No,0
T3218,138.52,Grocery,IN,61,788,16,ATM,0,2,136.96,56.6,No,0
T3219,81.19,Restaurant,US,46,437,0,ATM,0,2,92.47,93.6,No,0
T3220,49.9,Restaurant,US,30,496,5,Web,0,0,69.62,5.2,No,0
T3221,40.24,Travel,US,38,1095,16,Mobile,0,2,57.31,13.8,Yes,0
T3222,46.55,Grocery,US,27,1141,20,Mobile,0,1,99.24,45.0,No,0
T3223,47.05,Grocery,RU,29,320,0,Mobile,0,3,32.62,4.4,Yes,0
T3224,20.28,Grocery,CN,80,273,12,Web,2,1,5.0,21.4,No,1
T3225,17.89,Grocery,US,50,163,23,Mobile,3,2,5.0,32.6,No,0
T3226,40.04,Other,US,48,502,11,Mobile,0,2,21.35,81.9,No,0
T3227,15.64,Grocery,IN,30,309,4,Mobile,0,3,51.75,37.4,No,0
T3228,16.66,Electronics,CN,56,1080,21,Mobile,0,1,27.12,23.9,No,0
T3229,18.65,Grocery,US,51,109,19,ATM,0,1,38.67,8.0,No,0
T3230,120.04,Grocery,US,60,148,12,ATM,0,0,46.73,11.3,No,0
T3231,163.38,Travel,BR,59,151,7,Web,0,5,117.43,36.5,No,0
T3232,36.73,Restaurant,UK,20,655,11,ATM,2,3,44.92,81.7,Yes,0
T3233,38.99,Grocery,US,24,41,8,Mobile,2,2,49.41,25.5,No,0
T3234,75.47,Grocery,UK,25,243,16,Web,1,1,26.36,12.9,No,0
T3235,14.97,Electronics,US,26,223,13,Mobile,0,1,17.38,23.8,No,0
T3236,41.36,Grocery,US,41,30,6,Mobile,0,1,29.5,2.8,Yes,0
T3237,266.38,Grocery,US,31,211,3,Mobile,0,1,225.43,37.8,No,0
T3238,34.45,Other,NG,62,288,23,Web,0,2,24.87,3.9,No,0
T3239,32.99,Restaurant,US,60,26,6,Mobile,0,5,29.65,94.8,Yes,0
T3240,33.69,Travel,US,37,285,16,Web,1,0,61.18,72.0,No,0
T3241,28.94,Electronics,US,61,1280,16,Web,0,0,30.67,60.8,No,0
T3242,56.18,Electronics,NG,55,1543,0,Mobile,5,2,64.94,145.1,No,1
T3243,49.77,Travel,US,32,303,1,Mobile,1,0,23.51,110.0,No,0
T3244,5.0,Restaurant,US,18,289,17,Web,0,0,5.0,0.1,Yes,0
T3245,65.48,Restaurant,US,35,134,8,Mobile,0,3,66.19,75.5,No,0
T3246,13.98,Grocery,RU,30,2339,4,Web,0,3,5.0,44.0,Yes,1
T3247,71.53,Travel,US,40,128,0,Mobile,1,0,78.4,28.6,Yes,0
T3248,37.94,Electronics,US,39,241,6,Web,0,3,8.52,16.9,No,0
T3249,42.15,Other,US,38,1,1,Web,0,2,26.4,10.9,No,0
T3250,45.39,Restaurant,NG,44,171,2,Mobile,0,6,50.38,107.0,Yes,1
T3251,21.35,Travel,UK,23,29,3,Mobile,0,2,14.99,22.6,Yes,0
T3252,20.21,Grocery,IN,42,544,2,Mobile,0,2,38.99,29.7,No,0
T3253,77.32,Restaurant,NG,32,329,18,Mobile,3,3,79.8,62.4,Yes,1
T3254,21.8,Grocery,CN,40,339,11,Web,0,2,11.06,77.1,No,0
T3255,12.7,Electronics,US,49,135,14,Mobile,0,4,5.0,49.1,No,0
T3256,59.3,Grocery,Other,23,674,3,Web,1,3,36.53,27.2,No,0
T3257,56.54,Restaurant,US,34,1,23,Web,0,0,73.1,3.3,Yes,0
T3258,35.23,Grocery,US,36,162,0,Web,0,1,8.1,47.3,No,0
T3259,45.47,Electronics,NG,31,430,15,Mobile,0,3,48.96,93.6,No,0
T3260,41.1,Other,US,48,954,5,Mobile,0,2,42.21,2.3,Yes,0
T3261,67.4,Grocery,US,29,106,16,Web,0,1,50.73,21.8,No,0
T3262,84.61,Travel,US,31,311,4,Web,0,3,77.71,14.2,No,0
T3263,61.75,Electronics,UK,29,308,22,Mobile,4,2,56.3,38.9,Yes,0
T3264,89.67,Grocery,US,51,829,12,Mobile,0,0,95.73,0.5,Yes,0
T3265,185.45,Restaurant,IN,32,20,11,Mobile,0,5,185.85,107.1,No,0
T3266,58.17,Grocery,NG,43,220,0,Web,0,2,50.93,78.4,Yes,0
T3267,34.61,Electronics,IN,61,80,11,Web,0,5,72.78,5.5,No,0
T3268,7.65,Travel,US,37,8,21,Mobile,0,0,21.25,111.5,No,0
T3269,9.96,Restaurant,CN,51,63,1,Web,0,2,5.0,72.9,No,1
T3270,53.17,Restaurant,US,58,1499,17,Mobile,0,1,10.23,156.9,No,0
T3271,28.35,Grocery,US,50,96,8,Web,0,0,40.74,15.0,No,0
T3272,22.41,Grocery,US,37,1093,15,Web,0,1,26.21,96.6,No,0
T3273,64.83,Restaurant,UK,45,91,19,Web,1,1,87.28,7.9,No,0
T3274,74.68,Travel,US,22,1071,14,Web,0,2,79.38,59.6,No,0
T3275,51.2,Restaurant,US,28,425,21,Mobile,0,2,59.73,3.7,No,0
T3276,24.71,Restaurant,US,30,48,9,Web,2,0,40.65,62.6,No,0
T3277,263.73,Restaurant,US,64,348,1,Web,0,0,177.95,8.2,No,0
T3278,33.79,Travel,UK,28,153,3,Web,5,0,46.89,66.4,No,0
T3279,91.58,Electronics,BR,28,193,17,Mobile,0,1,105.16,29.0,No,0
T3280,29.37,Restaurant,RU,25,232,18,Mobile,0,1,21.06,7.2,No,0
T3281,12.81,Electronics,US,44,219,17,Mobile,0,0,21.51,42.4,No,0
T3282,39.68,Grocery,US,39,436,13,Mobile,0,2,22.33,1.3,No,0
T3283,442.61,Other,Other,51,585,7,Mobile,0,3,428.74,13.5,No,0
T3284,97.48,Other,US,46,159,4,Mobile,0,3,91.36,17.3,Yes,0
T3285,33.2,Electronics,NG,21,1032,4,ATM,0,1,37.58,241.8,No,0
T3286,64.52,Grocery,US,28,1115,7,Web,0,0,100.89,79.1,No,0
T3287,26.64,Electronics,CN,54,16,10,Mobile,0,0,28.55,18.7,No,1
T3288,73.23,Restaurant,US,35,6,23,Mobile,1,1,90.65,22.7,No,0
T3289,255.16,Other,US,52,221,22,ATM,0,0,177.06,28.8,Yes,0
T3290,21.58,Grocery,IN,36,357,20,Mobile,0,5,38.63,77.8,No,0
T3291,48.08,Grocery,UK,26,130,6,ATM,0,4,64.61,57.1,No,0
T3292,53.72,Other,US,34,120,12,Web,0,2,16.32,39.0,Yes,0
T3293,25.06,Electronics,UK,26,453,16,Mobile,2,3,37.88,29.6,No,0
T3294,23.91,Travel,RU,31,368,18,Web,0,0,8.0,14.7,No,0
T3295,43.75,Other,US,40,73,2,Mobile,4,2,36.82,30.2,No,0
T3296,19.41,Grocery,US,44,863,1,Mobile,0,0,14.46,74.9,Yes,0
T3297,102.73,Restaurant,US,18,455,5,Web,0,2,110.28,29.7,No,0
T3298,31.07,Grocery,US,37,180,18,Web,0,2,23.06,37.1,Yes,0
T3299,32.32,Electronics,IN,30,460,14,Web,0,2,32.07,20.7,No,0
T3300,14.38,Restaurant,US,30,47,3,Web,0,1,9.29,33.2,No,0
T3301,16.14,Electronics,US,39,252,18,Web,0,3,19.89,71.3,No,0
T3302,22.58,Other,US,31,74,6,Web,0,1,24.74,127.6,No,0
T3303,22.64,Travel,US,54,16,19,Web,0,3,26.72,34.2,No,0
T3304,13.14,Electronics,US,52,165,20,Web,0,3,5.0,8.0,Yes,0
T3305,85.49,Grocery,US,52,65,13,Mobile,0,2,86.91,74.4,No,0
T3306,154.48,Electronics,US,32,401,6,Web,0,0,147.73,71.1,No,0
T3307,31.45,Electronics,Other,26,448,19,Mobile,0,0,20.96,56.3,Yes,0
T3308,14.91,Grocery,US,38,64,13,Mobile,2,1,5.0,43.8,No,0
T3309,16.03,Electronics,IN,36,9,21,Mobile,0,2,28.49,19.3,Yes,0
T3310,45.65,Electronics,US,30,629,21,Mobile,0,2,38.7,68.9,No,0
T3311,40.74,Restaurant,US,23,1,4,Mobile,0,5,30.13,206.9,No,0
T3312,7.77,Restaurant,US,37,168,14,Mobile,0,1,5.0,31.7,No,0
T3313,5.0,Restaurant,US,33,272,11,Web,0,2,18.31,8.9,No,0
T3314,40.34,Grocery,Other,46,682,16,Mobile,1,0,53.99,12.7,No,0
T3315,76.26,Grocery,CN,45,729,23,Mobile,0,1,76.42,14.9,No,0
T3316,122.03,Restaurant,RU,51,516,20,Web,0,2,72.98,50.5,No,1
T3317,19.8,Travel,UK,22,113,4,Web,0,5,26.71,72.8,Yes,0
T3318,114.62,Grocery,US,42,509,18,Mobile,0,3,81.88,21.5,Yes,0
T3319,28.71,Restaurant,US,29,113,9,Web,0,2,18.98,65.8,No,0
T3320,11.44,Restaurant,CN,23,96,11,Web,0,3,5.0,4.6,Yes,0
T3321,225.43,Travel,UK,32,316,1,Mobile,0,2,282.84,113.7,Yes,0
T3322,7.28,Grocery,UK,50,454,16,Web,0,0,5.0,3.5,No,0
T3323,31.0,Restaurant,US,33,21,4,ATM,0,2,40.63,81.1,Yes,0
T3324,19.32,Travel,US,56,24,14,Web,0,3,5.0,61.9,No,0
T3325,53.94,Restaurant,CN,44,613,19,Mobile,0,0,44.16,51.8,No,1
T3326,95.42,Restaurant,US,33,785,22,Mobile,1,1,111.5,3.1,No,0
T3327,6.01,Restaurant,US,51,370,12,Mobile,0,2,5.0,36.6,No,0
T3328,19.65,Travel,US,43,224,19,Mobile,4,0,12.49,6.5,Yes,0
T3329,95.37,Grocery,BR,26,746,10,Mobile,2,2,69.05,28.9,No,1
T3330,15.66,Restaurant,US,60,521,17,Mobile,0,2,18.24,9.3,Yes,0
T3331,7.84,Restaurant,BR,41,346,8,Mobile,0,6,15.58,8.4,No,0
T3332,23.74,Restaurant,US,38,154,15,Mobile,2,1,38.28,42.5,No,0
T3333,20.18,Grocery,NG,27,88,23,Mobile,0,1,19.31,16.7,No,0
T3334,80.99,Grocery,IN,52,216,14,Mobile,0,0,40.96,73.6,Yes,0
T3335,39.64,Other,US,44,135,3,Mobile,0,6,19.69,14.6,No,0
T3336,17.78,Restaurant,UK,45,165,23,ATM,0,2,5.0,20.5,No,0
T3337,96.87,Other,US,31,289,11,Web,0,2,80.81,44.8,No,0
T3338,36.74,Restaurant,US,48,74,12,Mobile,0,2,29.5,0.4,No,0
T3339,9.29,Travel,NG,48,656,8,Mobile,0,0,11.91,92.1,Yes,0
T3340,18.97,Restaurant,US,29,62,14,Mobile,0,2,5.0,4.8,No,0
T3341,22.17,Other,US,20,262,17,Web,2,1,34.4,1.4,Yes,0
T3342,265.7,Travel,US,44,548,19,Mobile,0,0,239.26,74.2,No,0
T3343,30.86,Restaurant,US,19,265,21,Mobile,1,3,69.36,80.4,Yes,0
T3344,10.21,Grocery,NG,39,179,6,Mobile,0,2,22.57,50.7,No,0
T3345,31.69,Electronics,US,32,257,20,Mobile,0,4,36.89,89.1,No,0
T3346,73.48,Restaurant,Other,52,755,11,Mobile,0,1,63.61,124.6,No,0
T3347,34.05,Grocery,CN,33,1859,9,ATM,1,2,22.71,12.7,Yes,0
T3348,108.79,Grocery,US,51,398,6,Mobile,0,1,101.29,29.8,No,0
T3349,78.27,Electronics,US,31,630,13,ATM,0,0,96.15,25.9,Yes,0
T3350,72.61,Grocery,NG,49,5,14,Web,1,2,46.48,9.2,No,1
T3351,72.31,Grocery,US,62,849,3,Mobile,0,0,88.15,15.4,No,0
T3352,131.89,Electronics,US,25,1232,7,Mobile,1,4,175.44,26.3,No,0
T3353,107.7,Other,US,41,342,18,Mobile,0,2,77.41,5.4,No,0
T3354,12.26,Travel,UK,70,560,18,Web,0,2,9.12,70.7,No,0
T3355,12.43,Grocery,BR,38,287,4,Mobile,0,0,5.0,46.9,No,0
T3356,66.27,Grocery,US,38,134,21,Mobile,1,0,78.71,128.1,No,0
T3357,15.0,Restaurant,US,47,764,2,Mobile,0,2,16.47,1.6,No,0
T3358,12.1,Electronics,CN,38,363,9,Mobile,0,0,5.0,52.6,Yes,0
T3359,89.07,Restaurant,RU,18,346,14,Mobile,1,3,97.95,76.9,No,1
T3360,23.98,Restaurant,UK,51,430,1,ATM,0,3,27.7,35.7,No,0
T3361,75.19,Restaurant,RU,18,775,20,Web,0,1,62.1,168.8,No,0
T3362,66.83,Grocery,US,32,526,9,Web,2,3,61.75,2.0,No,0
T3363,37.72,Restaurant,RU,52,94,21,Mobile,0,0,5.0,37.1,No,1
T3364,87.57,Grocery,US,33,251,15,Mobile,0,1,50.81,18.8,No,0
T3365,60.73,Other,US,29,1570,2,Mobile,0,2,33.53,181.6,Yes,0
T3366,87.32,Restaurant,IN,48,323,6,ATM,0,2,109.59,157.3,Yes,0
T3367,9.19,Electronics,US,27,1113,18,Web,0,2,13.57,5.1,No,0
T3368,31.22,Grocery,Other,23,671,14,Mobile,0,1,8.75,25.0,No,0
T3369,9.18,Grocery,US,41,438,11,Web,0,2,39.98,12.5,Yes,0
T3370,26.34,Restaurant,CN,35,171,1,Web,0,1,22.56,88.6,No,0
T3371,13.36,Grocery,CN,23,145,12,Web,0,2,5.0,121.4,No,0
T3372,13.59,Travel,US,45,412,19,Web,0,2,7.97,108.3,No,0
T3373,38.4,Grocery,BR,43,226,18,Mobile,0,0,30.31,22.1,No,0
T3374,183.3,Restaurant,US,33,641,6,Mobile,0,0,209.52,18.0,No,0
T3375,51.21,Restaurant,CN,34,571,23,Web,0,2,36.16,56.4,No,0
T3376,47.51,Restaurant,US,43,149,2,Web,0,1,66.85,133.7,Yes,0
T3377,8.83,Restaurant,RU,52,485,5,ATM,5,3,8.72,3.2,No,0
T3378,202.45,Grocery,US,34,272,0,Web,0,2,188.79,3.0,No,0
T3379,45.17,Grocery,US,45,156,20,Mobile,0,4,61.17,25.8,No,0
T3380,111.22,Restaurant,US,44,213,1,Mobile,2,5,63.4,27.1,No,0
T3381,23.67,Electronics,US,48,902,0,Web,1,5,38.73,33.9,No,0
T3382,71.05,Electronics,RU,38,178,22,Mobile,0,4,83.5,34.6,Yes,0
T3383,8.91,Grocery,UK,27,135,3,Mobile,0,2,10.29,31.2,No,0
T3384,50.52,Grocery,IN,32,173,4,Web,0,4,63.19,76.3,No,0
T3385,76.25,Grocery,US,42,96,1,Mobile,0,0,84.69,72.4,No,0
T3386,195.54,Other,US,59,314,15,Web,0,2,174.3,69.5,No,0
T3387,280.34,Grocery,US,32,63,7,Mobile,0,2,338.23,19.8,No,0
T3388,83.06,Travel,BR,47,680,14,Mobile,0,0,116.76,0.9,No,0
T3389,11.19,Grocery,Other,34,102,10,Mobile,0,1,29.2,86.4,Yes,0
T3390,22.66,Restaurant,US,39,364,9,Web,0,2,30.05,131.0,No,0
T3391,23.12,Electronics,US,56,53,2,Web,0,1,38.64,42.7,No,0
T3392,123.61,Other,US,47,1535,22,Mobile,0,3,119.8,6.4,No,0
T3393,36.18,Other,IN,23,242,10,Mobile,0,3,5.0,8.6,No,0
T3394,49.1,Electronics,UK,31,690,16,Mobile,0,2,44.54,97.2,No,0
T3395,278.33,Other,RU,53,585,9,Web,0,2,191.25,54.4,Yes,0
T3396,32.66,Other,US,39,500,16,Mobile,0,4,45.75,14.1,No,0
T3397,13.27,Restaurant,RU,24,702,13,Mobile,0,0,12.83,10.3,Yes,0
T3398,62.15,Restaurant,IN,28,42,22,Mobile,0,1,50.78,17.3,No,0
T3399,14.83,Grocery,US,46,453,0,Web,0,4,15.57,18.4,No,0
T3400,17.01,Travel,US,49,123,8,Mobile,0,1,5.0,85.0,No,0
T3401,35.82,Grocery,US,38,616,23,Mobile,0,0,5.0,113.7,Yes,0
T3402,338.7,Grocery,US,67,1257,23,Mobile,0,1,220.67,14.5,Yes,0
T3403,26.67,Other,NG,47,927,14,Mobile,0,1,8.71,10.7,No,0
T3404,68.49,Electronics,US,35,48,3,Web,0,1,36.59,40.3,No,0
T3405,29.09,Restaurant,BR,28,184,19,Mobile,1,1,12.18,41.9,No,1
T3406,43.22,Restaurant,UK,26,181,20,Mobile,0,0,30.37,12.9,No,0
T3407,146.85,Other,US,42,52,2,ATM,0,2,182.2,85.2,No,0
T3408,77.46,Other,UK,32,41,19,Web,0,0,67.28,126.3,No,0
T3409,37.96,Grocery,US,58,194,20,Mobile,0,0,47.9,4.2,No,0
T3410,28.21,Grocery,US,55,1934,6,Mobile,0,2,9.52,71.2,No,0
T3411,168.14,Electronics,US,45,336,20,Web,0,4,166.79,34.8,No,0
T3412,212.51,Grocery,US,23,388,21,Web,0,3,199.29,10.9,No,0
T3413,40.07,Grocery,US,29,254,2,ATM,0,2,64.58,28.0,No,0
T3414,88.86,Electronics,US,53,434,21,ATM,0,1,90.05,35.3,No,0
T3415,110.28,Restaurant,US,31,1255,21,Web,2,5,68.12,44.1,No,0
T3416,17.85,Travel,US,51,355,14,Mobile,0,1,11.25,1.7,No,0
T3417,30.91,Electronics,CN,43,26,9,Mobile,0,0,29.95,59.6,No,0
T3418,76.96,Restaurant,US,38,271,15,Web,0,2,67.33,35.5,No,0
T3419,49.1,Grocery,RU,29,1970,16,Web,0,3,70.9,51.1,No,0
T3420,19.83,Grocery,US,36,196,22,Web,1,3,5.0,94.8,No,0
T3421,20.23,Restaurant,IN,40,360,18,Web,0,3,18.2,41.7,No,0
T3422,81.62,Restaurant,US,50,45,0,Mobile,0,3,66.19,112.9,No,0
T3423,14.46,Restaurant,CN,27,60,0,Web,0,2,27.34,78.8,Yes,0
T3424,25.47,Grocery,US,34,830,20,Mobile,0,2,38.97,49.7,No,0
T3425,16.05,Restaurant,BR,38,142,13,Mobile,0,0,11.87,43.5,Yes,0
T3426,62.19,Restaurant,US,45,145,1,Mobile,0,3,36.62,28.3,No,0
T3427,117.31,Travel,US,27,195,1,Web,0,0,140.11,105.9,No,0
T3428,5.0,Restaurant,IN,22,1358,19,Mobile,0,5,25.59,26.7,No,0
T3429,12.9,Other,US,46,35,9,Web,0,3,5.0,1.0,Yes,0
T3430,25.8,Travel,US,19,683,14,ATM,0,1,32.85,1.7,Yes,0
T3431,89.38,Travel,US,53,167,14,Web,0,0,90.64,129.9,No,0
T3432,8.9,Other,UK,36,757,6,Mobile,0,2,5.0,6.3,Yes,0
T3433,76.87,Restaurant,Other,19,1919,7,Mobile,0,2,84.05,77.3,No,0
T3434,158.91,Electronics,US,32,171,10,Mobile,0,2,127.59,94.8,No,0
T3435,40.33,Restaurant,BR,42,55,15,ATM,2,1,61.6,40.1,No,1
T3436,54.51,Electronics,US,31,62,22,Web,0,2,39.19,91.6,No,0
T3437,34.8,Grocery,US,38,568,6,Mobile,1,3,7.32,5.6,No,0
T3438,7.8,Travel,CN,46,62,19,Mobile,0,1,10.43,347.4,No,1
T3439,22.53,Other,NG,35,120,8,Web,0,0,5.0,45.5,No,1
T3440,93.33,Other,RU,26,91,18,Mobile,0,0,91.32,95.9,No,0
T3441,84.85,Electronics,US,34,175,23,Mobile,0,1,92.35,16.0,No,0
T3442,73.62,Travel,US,54,30,0,Mobile,0,1,66.77,18.6,No,0
T3443,31.45,Grocery,US,58,777,17,Mobile,0,1,37.18,8.3,No,0
T3444,71.18,Other,US,18,786,7,Mobile,0,4,68.08,63.1,Yes,0
T3445,38.72,Other,US,51,213,7,Web,0,5,29.69,1.2,No,0
T3446,6.63,Restaurant,BR,41,378,21,Mobile,0,1,5.0,5.7,No,0
T3447,15.11,Restaurant,NG,49,410,7,Mobile,0,3,5.0,9.5,No,0
T3448,19.49,Restaurant,US,31,553,13,Mobile,1,3,19.9,58.7,Yes,0
T3449,10.35,Travel,US,18,294,23,Web,0,3,30.24,53.1,No,0
T3450,33.55,Grocery,NG,45,285,1,Mobile,0,0,14.74,48.6,Yes,0
T3451,77.01,Electronics,US,26,399,2,Mobile,0,3,59.89,26.6,No,0
T3452,229.81,Restaurant,UK,21,485,6,Mobile,0,2,165.96,136.3,No,0
T3453,19.37,Restaurant,US,22,170,2,Web,0,2,10.06,164.8,No,0
T3454,19.75,Electronics,US,45,160,14,Web,0,5,9.42,23.1,Yes,0
T3455,92.1,Other,Other,39,125,10,ATM,0,2,68.45,37.4,No,0
T3456,19.18,Grocery,US,47,318,1,Web,0,5,19.7,59.3,No,0
T3457,112.34,Travel,US,46,178,21,Web,0,0,95.15,15.6,No,0
T3458,37.51,Restaurant,US,32,310,17,Web,0,1,31.69,72.0,No,0
T3459,26.46,Restaurant,CN,37,208,13,Web,0,2,26.61,73.4,No,0
T3460,29.16,Restaurant,NG,31,724,17,Web,0,1,8.76,34.7,No,0
T3461,210.6,Grocery,US,35,30,1,Mobile,0,3,152.39,26.9,No,0
T3462,34.38,Grocery,US,26,339,3,Web,0,1,35.78,51.2,No,0
T3463,10.28,Restaurant,UK,42,342,13,Mobile,0,2,14.83,0.8,No,0
T3464,229.51,Travel,US,50,193,6,Web,0,4,168.79,96.8,No,0
T3465,80.42,Grocery,IN,28,218,14,Web,0,4,87.15,100.0,Yes,0
T3466,45.61,Restaurant,US,53,644,5,Web,0,3,47.91,35.2,No,0
T3467,5.0,Electronics,US,39,131,4,Web,0,3,6.31,0.8,No,0
T3468,19.26,Restaurant,IN,40,820,19,Mobile,1,1,11.92,23.2,Yes,0
T3469,33.94,Restaurant,US,18,906,17,ATM,0,3,52.57,30.4,No,0
T3470,9.82,Grocery,NG,18,420,10,ATM,0,2,16.95,91.8,Yes,0
T3471,22.73,Grocery,US,39,592,7,ATM,0,4,33.42,1.7,Yes,0
T3472,13.04,Restaurant,US,47,379,11,Web,0,0,9.21,35.5,No,0
T3473,49.99,Restaurant,Other,29,297,17,Web,1,1,27.32,30.8,No,0
T3474,84.38,Restaurant,US,58,1360,14,Mobile,4,0,57.83,12.5,No,0
T3475,78.88,Restaurant,IN,46,132,7,Mobile,0,3,99.37,13.9,Yes,0
T3476,78.42,Restaurant,US,27,66,3,Mobile,0,3,68.05,43.5,Yes,0
T3477,18.87,Other,UK,38,135,20,Mobile,0,2,8.11,173.2,No,0
T3478,204.61,Travel,IN,67,381,14,ATM,0,1,195.78,78.7,No,0
T3479,47.83,Travel,US,23,81,10,Web,0,4,51.13,34.7,Yes,0
T3480,5.12,Electronics,BR,44,957,0,ATM,0,6,14.55,42.7,No,1
T3481,64.3,Grocery,UK,34,211,1,Mobile,0,5,44.96,42.7,No,0
T3482,16.2,Travel,US,46,758,7,Mobile,1,0,12.14,60.4,No,1
T3483,28.71,Grocery,UK,53,114,15,Mobile,1,1,22.9,20.6,No,0
T3484,47.66,Other,UK,33,150,0,Mobile,0,2,29.71,56.4,No,0
T3485,54.58,Travel,US,51,24,2,Web,0,2,64.62,14.7,No,0
T3486,106.08,Travel,US,64,119,17,Web,0,3,120.29,81.2,No,0
T3487,44.62,Electronics,US,38,269,15,Mobile,0,1,55.51,141.0,No,0
T3488,137.92,Grocery,US,47,1168,20,Web,0,1,97.76,41.2,Yes,0
T3489,24.27,Grocery,RU,30,196,19,Web,0,5,10.07,3.7,No,0
T3490,107.31,Electronics,US,38,408,19,Mobile,0,1,100.76,62.2,No,0
T3491,10.07,Grocery,CN,35,223,12,ATM,1,0,25.16,131.2,No,0
T3492,9.96,Restaurant,US,47,19,19,Web,0,2,5.0,144.3,No,1
T3493,60.15,Other,US,52,280,3,Web,0,2,72.18,120.8,No,0
T3494,10.86,Other,RU,36,27,3,Mobile,1,3,5.0,41.4,No,1
T3495,89.08,Restaurant,US,56,860,21,Mobile,1,0,109.69,125.1,No,0
T3496,54.56,Grocery,US,56,559,1,Web,0,3,70.75,15.6,Yes,0
T3497,101.15,Other,US,48,190,12,Mobile,1,1,125.28,7.8,Yes,0
T3498,74.17,Other,US,31,408,12,Web,0,2,52.45,32.4,No,0
T3499,112.57,Grocery,US,30,47,19,Web,0,2,123.94,1.6,No,0
T3500,107.42,Restaurant,Other,28,485,6,Mobile,1,2,85.67,4.0,No,0
T3501,46.24,Grocery,US,49,692,6,Mobile,0,0,19.73,46.0,Yes,0
T3502,33.78,Restaurant,NG,23,689,16,ATM,0,2,31.49,60.9,No,0
T3503,112.52,Other,IN,46,133,9,Web,0,3,70.44,7.5,No,0
T3504,218.98,Grocery,US,25,122,11,Web,0,0,230.71,20.9,Yes,0
T3505,28.26,Other,US,47,294,22,Mobile,2,1,60.88,82.5,No,0
T3506,113.99,Restaurant,BR,38,1373,21,Web,0,2,89.83,11.2,No,0
T3507,29.44,Other,NG,54,1012,15,Mobile,0,1,14.85,110.6,No,0
T3508,26.09,Electronics,US,51,178,1,Mobile,0,3,38.08,41.2,No,0
T3509,67.56,Restaurant,US,55,605,21,Mobile,0,2,95.88,45.0,No,0
T3510,82.66,Grocery,US,55,1016,20,ATM,0,2,84.08,8.1,Yes,0
T3511,66.02,Electronics,US,39,120,8,Web,0,3,71.91,3.2,No,0
T3512,43.12,Grocery,UK,24,709,11,Mobile,0,2,72.54,22.5,Yes,0
T3513,44.39,Other,NG,25,124,16,Web,0,7,5.0,5.0,No,1
T3514,10.17,Restaurant,US,18,168,15,Web,0,1,7.4,5.3,No,0
T3515,41.48,Other,RU,24,88,4,Web,0,1,28.4,148.7,No,0
T3516,142.84,Other,UK,38,282,18,Web,0,1,134.89,3.5,Yes,0
T3517,116.99,Grocery,US,31,741,16,Web,0,4,93.89,28.9,No,0
T3518,20.18,Electronics,US,35,300,21,Mobile,0,3,28.33,70.5,No,0
